원위도,원경도,snapped_lat,snapped_lon
37.31956841,126.9877564,37.319523,126.987742
37.28779621,126.9779779,37.287771,126.977912
37.27270381,126.9611858,37.272619,126.961275
37.44215656,126.846892,37.442147,126.846943
37.39145731,127.0648631,37.391472,127.06486
37.41487385,127.1285702,37.414874,127.128639
37.50564551,126.7969021,37.505589,126.796972
37.50419304,126.7908989,37.504387,126.790847
37.44226142,127.1791366,37.442261,127.179145
37.4637419,127.1696253,37.463785,127.169624
37.44899824,127.1269436,37.448996,127.126824
37.26420602,127.0327123,37.264206,127.032714
37.27350561,127.0475447,37.273592,127.047586
37.30119344,126.9021616,37.301214,126.90217
37.30030255,126.8051888,37.300307,126.805194
37.34384203,126.7950334,37.34385,126.795033
37.67767629,126.7982904,37.677686,126.798296
36.99202335,127.1255234,36.991964,127.12555
37.65525146,126.7197013,37.655248,126.719711
37.91670036,127.0553823,37.916733,127.055487
37.12621157,127.0827939,37.126221,127.082789
37.89555454,127.0577832,37.895566,127.057707
37.63910759,126.7574997,37.639054,126.757412
37.02078363,127.242254,37.020782,127.242257
37.14502564,127.0781302,37.145027,127.078168
37.07916999,127.4344987,37.079172,127.434528
37.66508221,127.3715008,37.665094,127.371462
37.38384418,126.8666021,37.383836,126.866551
37.65614055,126.7245232,37.656075,126.724466
37.19326717,127.4425693,37.193278,127.442564
37.03349754,127.1398019,37.03349,127.139807
37.28989809,127.0985551,37.289902,127.098604
37.10196632,127.5143601,37.101958,127.514358
37.78400914,127.0671881,37.784021,127.067181
37.20465645,127.0813934,37.204679,127.081395
37.3458648,127.9427646,37.345866,127.94277
37.81785497,127.046019,37.817851,127.045945
37.36011976,127.9395029,37.360109,127.939483
38.20691975,128.5644051,38.206909,128.564367
37.79917441,126.9814084,37.799211,126.981414
37.33092937,127.9587565,37.330937,127.958788
37.33205277,127.9478264,37.332086,127.947862
37.34890854,127.938213,37.348857,127.938181
36.49989285,126.8186871,36.499761,126.818616
36.82573511,127.1409464,36.825735,127.140941
38.20800917,128.5846014,38.20781,128.584665
37.15893794,128.211456,37.158938,128.211432
36.3797141,126.6391927,36.379737,126.639194
37.13415619,128.2057973,37.134151,128.205783
36.8186485,127.1435807,36.818625,127.143602
36.87148139,127.6430925,36.871527,127.643069
36.59598575,127.4716935,36.595982,127.471691
36.62734983,127.4627775,36.627357,127.462809
35.87004558,127.1043666,35.870142,127.104372
35.83312315,127.1246288,35.833137,127.124616
35.88667839,126.9031592,35.886668,126.903151
35.98639472,127.2148316,35.986378,127.21486
35.95570507,126.9978729,35.955677,126.997906
35.96424289,126.9465709,35.964214,126.946578
35.977151,126.8902333,35.977135,126.89021
34.80445017,126.4282835,34.804444,126.428288
35.63793793,127.281104,35.637833,127.280882
36.60101601,126.5616834,36.601009,126.561696
34.48307763,126.6933326,34.482993,126.69337
36.13587149,128.3978382,36.135901,128.397806
36.47998747,128.6463375,36.479997,128.64634
36.12772768,128.3639066,36.127747,128.363904
34.8692644,126.4220603,34.869276,126.422084
36.11101133,128.3948441,36.111003,128.394844
35.03570818,126.7355634,35.03574,126.735563
34.78422489,126.4500434,34.784215,126.450016
34.79443574,126.7134152,34.794446,126.713426
35.02048711,126.5327018,35.0205,126.532694
37.51346103,126.9086075,37.513456,126.9086
33.45584795,126.5508896,33.455884,126.550867
35.0004873,128.0353661,35.000514,128.035377
36.65923436,128.1265493,36.659253,128.126588
36.56113271,128.191467,36.561143,128.191389
37.60414461,127.012226,37.604129,127.012208
37.50133021,127.1482467,37.501308,127.148263
36.55359343,129.0102817,36.553583,129.010259
37.6460744,127.0659267,37.646085,127.065922
33.33989494,126.3559129,33.339876,126.356057
37.43873827,126.6813172,37.438741,126.681281
35.13473077,126.899122,35.134766,126.899106
35.15995752,126.8557524,35.159959,126.855706
35.15168379,126.8511306,35.151699,126.851131
35.22402835,126.8390356,35.224032,126.839034
35.17557223,126.8900759,35.175589,126.890049
35.13953521,126.8836026,35.139616,126.883542
37.46393327,126.6897219,37.463928,126.689852
35.14023246,126.8314335,35.140169,126.831413
35.90092499,128.5861359,35.901005,128.586114
36.34287494,127.4082823,36.342922,127.408316
36.3160765,127.4177868,36.316076,127.417783
35.2114118,126.8428481,35.211412,126.842852
36.40645347,127.4236826,36.406467,127.423611
37.26805105,127.027866,37.268049,127.027872
35.15845465,126.7304579,35.158463,126.730428
37.31977144,126.9878296,37.319779,126.987899
37.23454793,126.9834635,37.234507,126.983434
36.35206018,127.3789863,36.352029,127.37906
36.32235952,127.4433089,36.322213,127.443208
37.24646512,127.064891,37.246453,127.064893
37.0791316,127.0566813,37.079152,127.056681
37.41431355,127.1286178,37.414314,127.128633
37.44228579,127.1793309,37.442292,127.179225
37.53204597,126.789078,37.532084,126.789089
37.26436139,127.0328008,37.264368,127.032768
37.25237513,127.0610577,37.25236,127.061083
36.97058362,127.1159667,36.970584,127.115968
37.4491057,127.1269879,37.449103,127.126821
37.44248666,126.846905,37.442479,126.847034
36.98322611,127.0799691,36.983224,127.079973
37.17403261,127.0596515,37.17403,127.059638
37.63904717,126.7574797,37.639023,126.757441
37.3015132,126.9017262,37.301475,126.901711
37.65807655,126.8952076,37.658027,126.895218
37.65547899,126.7198489,37.655484,126.719833
37.34014485,126.8147113,37.340157,126.81469
37.04648149,126.9680633,37.046482,126.968073
37.66301394,126.726708,37.662992,126.726712
37.33683133,126.8105541,37.336886,126.810452
36.81864735,127.1431951,36.818602,127.143197
37.81801605,127.0460499,37.81802,127.04595
36.82668943,127.1405382,36.82666,127.140553
37.79915258,126.9805453,37.79917,126.980539
36.65014263,127.5532433,36.650265,127.553227
37.36014422,127.9393387,37.360161,127.939312
37.38107068,127.2941379,37.381106,127.294197
37.34890848,127.9382279,37.348852,127.938193
37.89482594,127.3036114,37.894831,127.303553
37.34028867,127.938697,37.340305,127.93872
36.94459845,126.6828014,36.944538,126.682861
34.79896098,126.3913585,34.798836,126.391363
35.56911815,126.8565582,35.56909,126.856543
35.8223443,127.1427303,35.822335,127.14268
34.80616828,126.4237244,34.806159,126.42373
34.80390824,126.429057,34.803914,126.42907
35.80745943,126.9125316,35.807372,126.912571
34.94828431,127.502957,34.94824,127.50297
34.89695695,126.9956899,34.896955,126.995693
34.90396196,126.9954714,34.903985,126.995495
34.79454358,126.7134314,34.794547,126.713435
36.5993555,128.7006803,36.599356,128.700673
34.78606445,126.4490036,34.786064,126.449003
34.8694183,126.4219281,34.869431,126.421877
36.95597964,128.9934603,36.955966,128.993467
36.12773565,128.3640511,36.12776,128.364048
34.74633381,126.4150244,34.746343,126.415067
35.19777,129.0066935,35.197739,129.006634
37.60414467,127.012241,37.604123,127.012216
37.52470222,127.0523699,37.524743,127.052362
37.26702201,127.0273849,37.267006,127.027446
35.15795406,126.8648972,35.157899,126.864895
35.15835941,126.7304879,35.158353,126.73051
35.90068237,128.586587,35.901071,128.586478
36.32227589,127.4430142,36.322294,127.443026
35.15416517,126.8518169,35.154165,126.851719
37.30046098,126.9694661,37.300452,126.969569
35.15986194,126.8557241,35.159863,126.855703
35.17713963,126.8388677,35.177133,126.838865
37.3196522,126.9878304,37.319633,126.987823
37.24653487,127.0661655,37.246496,127.066171
37.04647523,126.9666689,37.046441,126.966668
37.4424508,126.8468904,37.442426,126.847026
37.33673386,126.8101965,37.336732,126.810257
37.34066897,126.8146169,37.340673,126.814512
37.26420584,127.0326675,37.264197,127.032711
37.05758145,127.0943949,37.058416,127.095299
37.27206181,127.0166592,37.272041,127.016591
37.29065641,127.0464622,37.290643,127.04648
37.44393062,127.1790547,37.443922,127.179069
37.65560564,126.7199487,37.655621,126.719903
37.34638992,127.9426482,37.346155,127.943065
34.80393032,126.4288543,34.803907,126.428869
37.19488916,128.5922488,37.194929,128.592244
36.93888174,127.9207195,36.938873,127.920701
37.06241786,127.1816208,37.062004,127.181805
37.65017571,126.7005077,37.65016,126.700496
37.6627705,126.7277406,37.66282,126.727765
37.28880124,127.0986207,37.288801,127.098621
34.81446055,126.6986404,34.814462,126.698663
36.95575687,128.9931588,36.955836,128.993099
37.60406188,127.0124064,37.604086,127.012437
37.4889201,126.6836561,37.488918,126.683651
34.86967407,126.4219284,34.869695,126.421986
37.47752166,126.6932069,37.477519,126.693204
36.65132933,128.0847158,36.651132,128.084906
36.59964166,128.7006848,36.599641,128.700655
34.78440398,126.449768,34.784448,126.449888
34.74619184,126.4151564,34.746184,126.415116
37.61440256,127.0109417,37.614416,127.010903
35.14003072,126.831624,35.140049,126.831558
35.21640406,126.8275023,35.216412,126.827501
36.3224784,127.4425129,36.322512,127.442536
35.15775093,126.8648334,35.157901,126.86484
35.15852585,126.7303992,35.158514,126.730448
36.35048992,127.3401631,36.350493,127.340135
35.14170511,126.8261703,35.141689,126.826163
35.15421312,126.8518601,35.154213,126.851719
37.30047311,126.9695108,37.300468,126.969571
35.17728078,126.8385034,35.177223,126.838483
37.34053816,126.8146778,37.340545,126.814504
37.44396602,127.17892,37.44389,127.179036
37.61719169,126.8482086,37.617238,126.848233
37.43410914,127.1285656,37.434126,127.128708
37.30178985,126.8611865,37.301821,126.861189
37.336747,126.8104055,37.336774,126.810356
37.53221928,126.7889711,37.532105,126.788973
37.48114246,126.7943873,37.481165,126.794317
37.27206224,127.0167637,37.272013,127.016604
37.26766649,127.0271223,37.26769,127.027132
36.65069198,127.5515416,36.65069,127.551541
37.81837757,127.0459909,37.818374,127.046008
37.96298744,127.6698742,37.96296,127.669839
36.93885446,127.9207867,36.938829,127.920732
37.66284243,126.7277999,37.662813,126.727786
37.69776409,126.7083455,37.697753,126.70838
36.8257101,127.1400681,36.825727,127.14007
36.65817698,127.5143332,36.658164,127.514205
37.06234611,127.1815467,37.061978,127.181711
37.3518685,127.9276866,37.351886,127.927686
34.81105926,126.4265861,34.811291,126.426427
35.78415737,126.9142282,35.784162,126.914245
36.83895389,127.1381105,36.839003,127.138113
36.69610904,126.7967389,36.696118,126.79674
35.58526903,126.8769447,35.585252,126.876971
36.94447124,126.682586,36.944407,126.682634
36.72303575,126.4026374,36.723223,126.402602
35.93028795,126.9467245,35.930204,126.946723
34.80924685,126.422584,34.809179,126.422441
36.26572222,126.8919046,36.26573,126.891904
36.00082255,128.8933722,36.000729,128.893297
36.59972558,128.7006417,36.599726,128.70065
34.81385305,126.6987765,34.813854,126.698792
36.25876086,128.4455826,36.259052,128.445746
36.65113816,128.0847884,36.651088,128.084836
34.74641782,126.4150811,34.746411,126.415046
34.80383604,126.4289857,34.803818,126.428998
34.90424705,126.9951801,34.904222,126.995154
34.80596896,126.4246593,34.805987,126.424698
35.98490491,129.2519281,35.985059,129.251776
37.51307041,127.0535384,37.513084,127.053534
35.15414021,126.8517648,35.15414,126.851719
35.91179582,128.324049,35.911803,128.324052
37.63553746,127.0282801,37.635537,127.028277
35.98705293,128.6972014,35.987032,128.697217
35.14157624,126.8265925,35.14156,126.826586
37.60460774,127.0116063,37.604623,127.011617
35.12688973,126.8471985,35.126895,126.847201
37.48995388,127.0311314,37.490008,127.031105
36.95560133,128.9932003,36.955808,128.993042
37.5217697,126.8010014,37.521741,126.800983
37.27624419,126.9374843,37.276751,126.937493
37.2720899,127.0166868,37.272065,127.016579
37.26745809,127.0272522,37.267641,127.027325
35.16234839,126.800596,35.162304,126.800596
36.29979021,127.3224877,36.299803,127.322517
37.26509511,127.0331156,37.265105,127.033074
36.32237087,127.4428057,36.322387,127.442817
35.17703734,126.8391932,35.177054,126.839199
36.349977,127.3401052,36.349977,127.340109
37.12932111,127.0930667,37.129292,127.093035
37.41619376,126.9853037,37.4162,126.985295
37.28904932,126.8721506,37.289035,126.872166
37.6626074,126.7276211,37.662568,126.727605
37.61687464,126.8490958,37.616934,126.849132
37.27604427,127.1150183,37.276023,127.115023
37.65263879,126.6332231,37.652609,126.633332
37.50388824,126.7876157,37.503916,126.787638
37.36916117,126.8747949,37.369159,126.874789
37.44240711,126.8468928,37.442384,126.847014
37.78715667,126.9909982,37.787121,126.990988
36.72267285,126.4020796,36.72269,126.401933
37.83980969,127.0054566,37.839792,127.00546
37.19243786,127.0675795,37.192444,127.067599
36.8257162,127.1406549,36.825753,127.140634
34.80927923,126.4224036,34.809267,126.422378
36.83894481,127.1390453,36.83898,127.139046
37.22990539,127.5653722,37.229889,127.565434
36.6501607,127.5531539,36.65024,127.553111
36.60972537,127.4244315,36.609733,127.42443
35.11283853,126.2966003,35.112877,126.2966
34.80556687,126.425055,34.805568,126.425059
37.45594221,127.0668923,37.455874,127.066928
34.810989,126.4266019,34.81086,126.42634
33.33100617,126.3546001,33.331003,126.354614
34.81140361,126.4172168,34.811511,126.417263
37.52478496,127.0520318,37.524848,127.052021
37.6351043,127.0279865,37.635109,127.028064
37.53420113,126.9457392,37.534305,126.94574
37.4834156,126.9019197,37.483365,126.902019
37.43956664,126.6764888,37.439586,126.676489
35.90084854,128.5861571,35.901004,128.586114
35.15574752,126.8627118,35.155806,126.862718
35.16186607,126.863408,35.161929,126.863411
35.15397233,126.851791,35.153972,126.851718
35.9863944,128.6976667,35.986289,128.697753
35.14757598,126.7985871,35.147437,126.798598
35.14169098,126.826147,35.141693,126.826148
35.19782359,129.0061189,35.197842,129.006165
35.17299515,126.8849315,35.172971,126.884931
35.21313162,126.8428188,35.213132,126.842857
36.28385789,127.3095009,36.283679,127.309785
35.17944644,126.806413,35.179627,126.806426
35.13872119,126.7923678,35.138746,126.792309
37.29805994,126.9732133,37.298246,126.973263
36.33260837,127.333199,36.332566,127.333103
37.26796919,127.0273197,37.268009,127.027166
37.24533112,127.0317532,37.24535,127.0317
36.37635647,127.3242649,36.376554,127.324145
35.16312948,126.801572,35.163122,126.801639
37.34068028,126.8145596,37.340682,126.814513
37.68113671,126.7485889,37.681125,126.748616
37.24560233,127.0505659,37.245593,127.050534
37.302319,126.8607034,37.302315,126.86091
37.05953612,127.0455134,37.058795,127.045496
37.28901257,126.8721024,37.289,126.872116
37.44144164,126.8467693,37.441441,126.846773
37.34363085,126.7954406,37.3437,126.795342
37.61714967,126.8483002,37.617099,126.848272
37.36818521,126.8746674,37.368158,126.874896
